timestamp,Open,High,Low,Close,Volume
2024-02-13 06:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-13 07:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-13 08:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-13 09:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-13 10:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-13 11:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-13 12:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-13 13:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-13 14:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-13 15:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-13 16:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-13 17:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-13 18:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-13 19:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-13 20:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-13 21:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-13 22:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-13 23:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-14 00:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-14 01:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-14 02:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-14 03:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-14 04:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-14 05:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-14 06:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-14 07:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-14 08:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-14 09:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-14 10:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-14 11:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-14 12:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-14 13:00:00+00:00,2.5,2.5,2.5,2.5,0
2024-02-14 14:00:00+00:00,2.5,2.5,2.490000009536743,2.490000009536743,0
2024-02-14 15:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-14 16:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-14 17:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-14 18:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-14 19:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-14 20:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-14 21:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-14 22:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-14 23:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-15 00:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-15 01:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-15 02:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-15 03:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-15 04:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-15 05:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-15 06:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-15 07:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-15 08:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-15 09:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-15 10:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-15 11:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-15 12:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-15 13:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-15 14:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-15 15:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-15 16:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-15 17:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-15 18:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-15 19:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-15 20:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-15 21:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-15 22:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-15 23:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-16 00:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-16 01:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-16 02:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-16 03:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-16 04:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-16 05:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-16 06:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-16 07:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-16 08:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-16 09:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-16 10:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-16 11:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-16 12:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-16 13:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-16 14:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-16 15:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-16 16:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-16 17:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-16 18:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-16 19:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-16 20:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-16 21:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-16 22:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-16 23:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-17 00:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-17 01:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-17 02:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-17 03:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-17 04:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-17 05:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-17 06:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-17 07:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-17 08:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-17 09:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-17 10:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-17 11:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-17 12:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-17 13:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-17 14:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-17 15:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-17 16:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-17 17:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-17 18:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-17 19:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-17 20:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-17 21:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-17 22:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-17 23:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-18 00:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-18 01:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-18 02:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-18 03:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-18 04:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-18 05:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-18 06:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-18 07:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-18 08:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-18 09:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-18 10:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-18 11:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-18 12:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-18 13:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-18 14:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-18 15:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-18 16:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-18 17:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-18 18:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-18 19:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-18 20:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-18 21:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-18 22:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-18 23:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-19 00:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-19 01:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-19 02:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-19 03:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-19 04:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-19 05:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-19 06:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-19 07:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-19 08:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-19 09:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-19 10:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-19 11:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-19 12:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-19 13:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-19 14:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-19 15:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-19 16:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-19 17:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-19 18:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-19 19:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-19 20:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-19 21:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-19 22:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-19 23:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-20 00:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-20 01:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-20 02:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-20 03:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-20 04:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-20 05:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-20 06:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-20 07:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-20 08:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-20 09:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-20 10:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-20 11:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-20 12:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-20 13:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-20 14:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-20 15:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-20 16:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-20 17:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-20 18:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-20 19:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-20 20:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-20 21:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-20 22:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-20 23:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-21 00:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-21 01:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-21 02:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-21 03:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-21 04:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-21 05:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-21 06:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-21 07:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-21 08:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-21 09:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-21 10:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-21 11:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-21 12:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-21 13:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-21 14:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-21 15:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-21 16:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-21 17:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-21 18:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-21 19:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-21 20:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-21 21:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-21 22:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-21 23:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-22 00:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-22 01:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-22 02:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-22 03:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-22 04:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-22 05:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-22 06:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-22 07:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-22 08:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-22 09:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-22 10:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-22 11:00:00+00:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,0
2024-02-22 12:00:00+00:00,2.490000009536743,2.490000009536743,1.7899999618530271,1.7899999618530271,0
2024-02-22 13:00:00+00:00,1.7899999618530271,1.7899999618530271,1.7899999618530271,1.7899999618530271,0
2024-02-22 14:00:00+00:00,1.7899999618530271,1.7899999618530271,1.7899999618530271,1.7899999618530271,0
2024-02-22 15:00:00+00:00,1.7899999618530271,1.7899999618530271,1.7899999618530271,1.7899999618530271,0
2024-02-22 16:00:00+00:00,1.7899999618530271,1.7899999618530271,1.7899999618530271,1.7899999618530271,0
2024-02-22 17:00:00+00:00,1.7899999618530271,1.7899999618530271,1.7899999618530271,1.7899999618530271,0
2024-02-22 18:00:00+00:00,1.7899999618530271,1.7899999618530271,1.7899999618530271,1.7899999618530271,0
2024-02-22 19:00:00+00:00,1.7899999618530271,1.7899999618530271,1.7899999618530271,1.7899999618530271,0
2024-02-22 20:00:00+00:00,1.7899999618530271,1.7899999618530271,1.7899999618530271,1.7899999618530271,0
2024-02-22 21:00:00+00:00,1.7899999618530271,1.7899999618530271,1.7899999618530271,1.7899999618530271,0
2024-02-22 22:00:00+00:00,1.7899999618530271,1.7899999618530271,1.7899999618530271,1.7899999618530271,0
2024-02-22 23:00:00+00:00,1.7899999618530271,1.7899999618530271,1.7899999618530271,1.7899999618530271,0
2024-02-23 00:00:00+00:00,1.7899999618530271,1.7899999618530271,1.7899999618530271,1.7899999618530271,0
2024-02-23 01:00:00+00:00,1.7899999618530271,1.7899999618530271,1.7899999618530271,1.7899999618530271,0
2024-02-23 02:00:00+00:00,1.7899999618530271,1.7899999618530271,1.7899999618530271,1.7899999618530271,0
2024-02-23 03:00:00+00:00,1.7899999618530271,1.7899999618530271,1.7899999618530271,1.7899999618530271,0
2024-02-23 04:00:00+00:00,1.7899999618530271,2.490000009536743,1.6699999570846558,1.6699999570846558,0
